accX,accY,accZ,gX,gY,gZ
-13776,6612,-5780,-742,642,-314
-13424,6464,-5828,-746,630,-294
-13488,6420,-5672,-822,652,-239
-13440,6504,-5744,-762,775,-258
-13460,6540,-5848,-679,680,-165
-13628,6552,-6048,-716,662,-161
-13604,6364,-5584,-757,773,-177
-13496,6292,-5828,-653,708,-118
-13612,6424,-6016,-666,657,-175
-13820,6644,-5864,-642,606,-265
-13596,6596,-6044,-644,529,-394
-13600,6524,-6024,-677,427,-494
-13736,6460,-5864,-665,488,-440
-13536,6344,-5748,-632,471,-354
-13536,6364,-5964,-593,567,-353
-13476,6312,-5880,-640,524,-323
-13532,6316,-5844,-641,672,-294
-13644,6468,-5876,-631,651,-281
-13556,6512,-5784,-678,717,-266
-13676,6404,-6052,-726,553,-194
-13828,6432,-5732,-695,500,-182
-13728,6372,-5848,-585,561,-187
-13728,6368,-5912,-490,454,-266
-13696,6396,-5872,-521,407,-230
-13772,6412,-6084,-610,272,-249
-13572,6260,-5700,-590,349,-180
-13532,6300,-5932,-556,373,-225
-13492,6272,-5960,-558,238,-261
-13408,6116,-5776,-528,53,-244
-13380,6112,-5652,-468,285,-200
-13548,6168,-5736,-377,27,-145
-13476,6436,-6008,-425,174,-168
-13604,6532,-6012,-474,235,-176
-13528,6360,-6144,-512,93,-203
-13584,6368,-5824,-413,128,-251
-13716,6452,-6028,-348,304,-179
-13520,6416,-5984,-360,306,-149
-13800,6388,-5900,-336,235,-159
-13560,6372,-5692,-230,259,-52
-13348,6280,-6016,-209,231,-20
-13412,6364,-5832,-356,233,-14
-13452,6256,-5724,-360,233,-75
-13784,6344,-5884,-339,208,-41
-13640,6376,-5796,-368,110,-86
-13688,6424,-5900,-365,248,-86
-13704,6540,-5856,-368,277,-132
-13612,6440,-5676,-406,182,-99
-13592,6544,-5716,-324,310,-132
-13652,6448,-5848,-313,326,-94
-13684,6424,-5616,-360,186,-49
-13684,6436,-5704,-315,168,25


