accX,accY,accZ,gX,gY,gZ
-15076,3584,-3916,-746,571,-259
-15056,3628,-4240,-660,563,-343
-15188,3532,-4036,-655,363,-416
-15024,3468,-3960,-547,468,-382
-14908,3264,-4068,-456,448,-317
-15052,3336,-4124,-460,335,-275
-14824,3184,-4156,-564,418,-308
-15008,3292,-4232,-555,285,-314
-14900,3332,-4208,-612,389,-318
-14740,3420,-4292,-746,375,-333
